,GID,DK Positions,Name,L5 DvP,Rest,Projected Points
0,201610250CLE,C,Willy Hernangómez,26.0,3,10.8
1,201610250CLE,PG,Jordan McRae,26.0,3,12.8
2,201610250CLE,SG,Ron Baker,20.0,3,10.8
3,201610250CLE,SF,Mindaugas Kuzminskas,7.0,3,10.8
4,201610250CLE,SG,Courtney Lee,20.0,3,14.3
5,201610250CLE,SG,DeAndre Liggins,4.0,3,10.8
6,201610250CLE,SG,Justin Holiday,20.0,3,8.5
7,201610250CLE,SG,Sasha Vujacic,20.0,3,7.8
8,201610250CLE,SG,J.R. Smith,4.0,3,16.3
9,201610250CLE,PG,Brandon Jennings,6.0,3,18.3
10,201610250CLE,C,Tristan Thompson,8.0,3,21.5
11,201610250CLE,SF,Richard Jefferson,20.0,3,0.0
12,201610250CLE,C,Chris Andersen,8.0,3,0.0
13,201610250CLE,C,Joakim Noah,26.0,3,23.5
14,201610250CLE,PG,Derrick Rose,6.0,3,25.0
15,201610250CLE,SG,Mike Dunleavy,4.0,3,0.0
16,201610250CLE,PF,Kristaps Porziņģis,10.0,3,33.3
17,201610250CLE,SF,LeBron James,20.0,3,41.3
18,201610250CLE,SG,James Jones,4.0,3,0.0
19,201610250CLE,PF,Kyle O'Quinn,10.0,3,0.0
20,201610250CLE,PF,Kevin Love,20.0,3,31.0
21,201610250CLE,SF,Carmelo Anthony,7.0,3,38.5
22,201610250CLE,PG,Kyrie Irving,26.0,3,35.8
23,201610250CLE,PF,Channing Frye,20.0,3,0.0
24,201610250CLE,SG,Iman Shumpert,4.0,3,0.0
25,201610250CLE,SF,Lance Thomas,7.0,3,0.0
26,201610250GSW,PG,Bryn Forbes,18.0,3,10.8
27,201610250GSW,SG,Patrick McCaw,12.0,3,10.8
28,201610250GSW,SF,Davis Bertans,11.0,3,10.8
29,201610250GSW,C,Anderson Varejao,18.0,3,0.0
30,201610250GSW,SG,Jonathon Simmons,5.0,3,0.0
31,201610250GSW,PF,Kevon Looney,25.0,3,2.3
32,201610250GSW,PG,Tony Parker,18.0,3,0.0
33,201610250GSW,PG,Ian Clark,5.0,3,0.0
34,201610250GSW,PG,Shaun Livingston,5.0,3,0.0
35,201610250GSW,PF,David West,25.0,3,0.0
36,201610250GSW,PG,Nicolas Laprovittola,18.0,3,10.8
37,201610250GSW,C,Dewayne Dedmon,16.0,3,0.0
38,201610250GSW,C,JaVale McGee,18.0,3,3.5
39,201610250GSW,PF,David Lee,17.0,3,12.3
40,201610250GSW,PG,Stephen Curry,5.0,3,41.3
41,201610250GSW,SG,Manu Ginobili,5.0,3,15.3
42,201610250GSW,SF,Kevin Durant,26.0,3,40.8
43,201610250GSW,SF,Andre Iguodala,26.0,3,13.3
44,201610250GSW,PG,Patty Mills,18.0,3,13.8
45,201610250GSW,SF,Kawhi Leonard,11.0,3,35.3
46,201610250GSW,SG,Klay Thompson,12.0,3,28.5
47,201610250GSW,PF,LaMarcus Aldridge,17.0,3,35.0
48,201610250GSW,SF,Kyle Anderson,11.0,3,22.0
49,201610250GSW,C,Zaza Pachulia,18.0,3,15.8
50,201610250GSW,PF,Draymond Green,25.0,3,32.8
51,201610250GSW,C,Pau Gasol,16.0,3,30.5
52,201610250POR,PG,CJ McCollum,14.0,3,27.5
53,201610250POR,SG,Allen Crabbe,27.0,3,12.8
54,201610250POR,PF,Noah Vonleh,9.0,3,0.0
55,201610250POR,C,Jeff Withey,19.0,3,0.0
56,201610250POR,PG,Damian Lillard,14.0,3,37.5
57,201610250POR,PG,Dante Exum,15.0,3,12.8
58,201610250POR,SG,Rodney Hood,18.0,3,26.0
59,201610250POR,C,Rudy Gobert,19.0,3,32.3
60,201610250POR,SG,Evan Turner,27.0,3,22.0
61,201610250POR,PG,George Hill,15.0,3,22.5
62,201610250POR,SF,Joe Ingles,25.0,3,13.3
63,201610250POR,SF,Maurice Harkless,29.0,3,14.3
64,201610250POR,PF,Ed Davis,9.0,3,14.8
65,201610250POR,PG,Shelvin Mack,15.0,3,5.0
66,201610250POR,PF,Meyers Leonard,9.0,3,13.8
67,201610250POR,PF,Al-Farouq Aminu,9.0,3,17.8
68,201610250POR,PF,Trey Lyles,13.0,3,19.5
69,201610250POR,C,Mason Plumlee,30.0,3,20.5
70,201610250POR,PF,Boris Diaw,13.0,3,0.0
71,201610250POR,SG,Joe Johnson,18.0,3,17.3
72,201610260BOS,SF,Rondae Hollis-Jefferson,11.0,3,23.3
73,201610260BOS,PF,Jonas Jerebko,8.0,3,0.0
74,201610260BOS,C,Tyler Zeller,16.0,3,0.0
75,201610260BOS,PG,Jeremy Lin,30.0,3,0.0
76,201610260BOS,PG,Greivis Vasquez,30.0,3,0.0
77,201610260BOS,SG,Gerald Green,26.0,3,0.0
78,201610260BOS,PG,Isaiah Whitehead,30.0,3,10.8
79,201610260BOS,SG,Sean Kilpatrick,25.0,3,13.8
80,201610260BOS,PG,Terry Rozier,9.0,3,20.8
81,201610260BOS,SF,Jaylen Brown,29.0,3,12.8
82,201610260BOS,SG,Avery Bradley,26.0,3,20.0
83,201610260BOS,PF,Luis Scola,9.0,3,12.8
84,201610260BOS,C,Amir Johnson,16.0,3,14.3
85,201610260BOS,PF,Trevor Booker,9.0,3,16.8
86,201610260BOS,SG,Joe Harris,25.0,3,0.0
87,201610260BOS,C,Justin Hamilton,19.0,3,10.8
88,201610260BOS,PF,Al Horford,8.0,3,31.0
89,201610260BOS,SG,Bojan Bogdanovic,25.0,3,16.3
90,201610260BOS,SF,Jae Crowder,29.0,3,0.0
91,201610260BOS,PG,Isaiah Thomas,9.0,3,33.8
92,201610260BOS,PF,Chris McCullough,9.0,3,0.0
93,201610260BOS,C,Brook Lopez,19.0,3,33.3
94,201610260IND,C,Andrew Bogut,27.0,3,0.0
95,201610260IND,SF,Harrison Barnes,22.0,3,25.0
96,201610260IND,PF,Dirk Nowitzki,16.0,3,0.0
97,201610260IND,SG,Nicolas Brussino,8.0,3,0.0
98,201610260IND,PF,Thaddeus Young,12.0,3,23.5
99,201610260IND,PG,Deron Williams,27.0,3,23.0
100,201610260IND,SG,Monta Ellis,10.0,3,21.5
101,201610260IND,SF,Paul George,21.0,3,39.8
102,201610260IND,SG,Wesley Matthews,8.0,3,20.5
103,201610260IND,PG,J.J. Barea,27.0,3,13.8
104,201610260IND,PF,Dwight Powell,16.0,3,14.3
105,201610260IND,SF,Justin Anderson,22.0,3,14.3
106,201610260IND,SG,Seth Curry,8.0,3,14.8
107,201610260IND,C,Al Jefferson,8.0,3,15.3
108,201610260IND,PG,Jeff Teague,25.0,3,26.0
109,201610260IND,PG,Rodney Stuckey,25.0,3,0.0
110,201610260IND,PF,Dorian Finney-Smith,16.0,3,0.0
111,201610260IND,SG,C.J. Miles,10.0,3,0.0
112,201610260IND,PF,Myles Turner,12.0,3,27.0
113,201610260IND,PF,Lavoy Allen,12.0,3,0.0
114,201610260LAL,SF,Corey Brewer,26.0,3,0.0
115,201610260LAL,SG,K.J. McDaniels,11.0,3,0.0
116,201610260LAL,SG,Eric Gordon,11.0,3,21.0
117,201610260LAL,SG,Nick Young,15.0,3,12.3
118,201610260LAL,PF,Julius Randle,15.0,3,29.5
119,201610260LAL,PF,Ryan Anderson,18.0,3,29.5
120,201610260LAL,SF,Sam Dekker,26.0,3,0.0
121,201610260LAL,PG,D'Angelo Russell,23.0,3,32.8
122,201610260LAL,C,Timofey Mozgov,22.0,3,17.8
123,201610260LAL,SG,Lou Williams,15.0,3,16.8
124,201610260LAL,PG,Tyler Ennis,14.0,3,0.0
125,201610260LAL,C,Tarik Black,22.0,3,0.0
126,201610260LAL,SF,Larry Nance Jr.,19.0,3,0.0
127,201610260LAL,SG,Brandon Ingram,15.0,3,17.3
128,201610260LAL,C,Nene Hilario,12.0,3,17.3
129,201610260LAL,SF,Trevor Ariza,26.0,3,25.0
130,201610260LAL,PF,Clint Capela,18.0,3,25.5
131,201610260LAL,PG,Jordan Clarkson,23.0,3,26.5
132,201610260LAL,PG,James Harden,14.0,3,55.5
133,201610260LAL,SF,Luol Deng,19.0,3,20.0
134,201610260MEM,PF,Nemanja Bjelica,19.0,3,0.0
135,201610260MEM,PG,Kris Dunn,20.0,3,14.8
136,201610260MEM,PG,Mike Conley,15.0,3,30.0
137,201610260MEM,C,Marc Gasol,29.0,3,31.0
138,201610260MEM,SG,Vince Carter,16.0,3,0.0
139,201610260MEM,C,Cole Aldrich,11.0,3,13.8
140,201610260MEM,SF,James Ennis,28.0,3,13.8
141,201610260MEM,C,Karl-Anthony Towns,11.0,3,42.0
142,201610260MEM,PG,Ricky Rubio,20.0,3,0.0
143,201610260MEM,PF,Deyonta Davis,22.0,3,10.8
144,201610260MEM,PF,JaMychal Green,22.0,3,26.3
145,201610260MEM,SG,Brandon Rush,12.0,3,0.0
146,201610260MEM,PF,Zach Randolph,22.0,3,24.5
147,201610260MEM,PF,Gorgui Dieng,19.0,3,24.0
148,201610260MEM,SG,Zach LaVine,12.0,3,23.0
149,201610260MEM,SF,Andrew Wiggins,12.0,3,28.5
150,201610260MEM,PG,Wade Baldwin IV,15.0,3,10.8
151,201610260MEM,SG,Shabazz Muhammad,12.0,3,0.0
152,201610260MEM,PG,Andrew Harrison,15.0,3,10.8
153,201610260MIL,C,John Henson,21.0,3,0.0
154,201610260MIL,SG,Marco Belinelli,14.0,3,12.3
155,201610260MIL,SG,Malcolm Brogdon,20.0,3,12.3
156,201610260MIL,PF,Spencer Hawes,21.0,3,0.0
157,201610260MIL,SG,Jeremy Lamb,14.0,3,0.0
158,201610260MIL,PG,Jason Terry,26.0,3,0.0
159,201610260MIL,SF,Michael Beasley,27.0,3,14.8
160,201610260MIL,PG,Ramon Sessions,13.0,3,12.8
161,201610260MIL,SG,Rashad Vaughn,20.0,3,0.0
162,201610260MIL,PG,Matthew Dellavedova,26.0,3,15.8
163,201610260MIL,C,Miles Plumlee,21.0,3,12.3
164,201610260MIL,C,Roy Hibbert,30.0,3,0.0
165,201610260MIL,PG,Kemba Walker,13.0,3,34.8
166,201610260MIL,PF,Mirza Teletovic,10.0,3,17.3
167,201610260MIL,SG,Nicolas Batum,14.0,3,33.0
168,201610260MIL,PF,Marvin Williams,21.0,3,19.3
169,201610260MIL,SF,Jabari Parker,27.0,3,29.5
170,201610260MIL,PG,Giannis Antetokounmpo,26.0,3,39.0
171,201610260MIL,SF,Michael Kidd-Gilchrist,24.0,3,21.0
172,201610260MIL,C,Greg Monroe,21.0,3,23.5
173,201610260MIL,C,Cody Zeller,30.0,3,18.3
174,201610260NOP,PG,Jameer Nelson,17.0,3,0.0
175,201610260NOP,PG,Tim Frazier,7.0,3,20.0
176,201610260NOP,SG,E'Twaun Moore,23.0,3,18.3
177,201610260NOP,C,Omer Asik,13.0,3,12.3
178,201610260NOP,PG,Langston Galloway,7.0,3,0.0
179,201610260NOP,SF,Danilo Gallinari,20.0,3,27.0
180,201610260NOP,SF,Dante Cunningham,15.0,3,0.0
181,201610260NOP,PF,Anthony Davis,13.0,3,51.0
182,201610260NOP,PF,Kenneth Faried,23.0,3,18.8
183,201610260NOP,PG,Emmanuel Mudiay,17.0,3,27.0
184,201610260NOP,C,Jusuf Nurkic,7.0,3,25.0
185,201610260NOP,PF,Terrence Jones,13.0,3,18.3
186,201610260NOP,PF,Nikola Jokic,23.0,3,30.5
187,201610260NOP,SF,Lance Stephenson,15.0,3,0.0
188,201610260NOP,SF,Solomon Hill,15.0,3,15.8
189,201610260NOP,SF,Wilson Chandler,20.0,3,16.8
190,201610260NOP,C,Alexis Ajinca,13.0,3,0.0
191,201610260NOP,SG,Buddy Hield,23.0,3,14.8
192,201610260NOP,SG,Will Barton,17.0,3,0.0
193,201610260NOP,PG,Jamal Murray,17.0,3,15.3
194,201610260ORL,SG,Mario Hezonja,13.0,3,14.3
195,201610260ORL,SG,Rodney McGruder,21.0,3,10.8
196,201610260ORL,SG,Dion Waiters,21.0,3,16.3
197,201610260ORL,PG,Elfrid Payton,29.0,3,24.0
198,201610260ORL,PF,Luke Babbitt,25.0,3,12.3
199,201610260ORL,SF,Justise Winslow,30.0,3,21.0
200,201610260ORL,C,Nikola Vucevic,10.0,3,29.0
201,201610260ORL,PF,Serge Ibaka,20.0,3,27.0
202,201610260ORL,PG,Goran Dragic,22.0,3,31.0
203,201610260ORL,PG,Tyler Johnson,22.0,3,16.8
204,201610260ORL,C,Hassan Whiteside,25.0,3,41.3
205,201610260ORL,SG,Evan Fournier,13.0,3,28.0
206,201610260ORL,SF,Jeff Green,9.0,3,14.8
207,201610260ORL,SF,James Johnson,30.0,3,0.0
208,201610260ORL,PG,D.J. Augustin,29.0,3,0.0
209,201610260ORL,SF,Aaron Gordon,9.0,3,27.5
210,201610260ORL,C,Willie Reed,25.0,3,12.8
211,201610260PHI,C,Enes Kanter,24.0,3,26.5
212,201610260PHI,PG,Victor Oladipo,24.0,3,31.5
213,201610260PHI,SF,Kyle Singler,7.0,3,0.0
214,201610260PHI,SF,Robert Covington,10.0,3,22.5
215,201610260PHI,SG,Hollis Thompson,19.0,3,0.0
216,201610260PHI,SG,Alex Abrines,22.0,3,10.8
217,201610260PHI,C,Joel Embiid,28.0,3,23.0
218,201610260PHI,C,Steven Adams,24.0,3,25.0
219,201610260PHI,PG,Sergio Rodriguez,19.0,3,11.8
220,201610260PHI,PF,Jahlil Okafor,24.0,3,22.0
221,201610260PHI,PG,Russell Westbrook,24.0,3,58.0
222,201610260PHI,SF,Jerami Grant,10.0,3,15.8
223,201610260PHI,PG,Semaj Christon,24.0,3,10.8
224,201610260PHI,PF,Richaun Holmes,24.0,3,16.8
225,201610260PHI,PF,Domantas Sabonis,26.0,3,15.3
226,201610260PHI,SG,Gerald Henderson,19.0,3,14.3
227,201610260PHI,SG,Nik Stauskas,19.0,3,0.0
228,201610260PHI,PF,Ersan Ilyasova,26.0,3,16.8
229,201610260PHI,SG,Andre Roberson,22.0,3,12.8
230,201610260PHI,SF,Dario Saric,10.0,3,19.3
231,201610260PHI,PG,T.J. McConnell,19.0,3,14.8
232,201610260PHO,SF,Rudy Gay,18.0,3,27.5
233,201610260PHO,C,Willie Cauley-Stein,23.0,3,14.8
234,201610260PHO,PF,Jared Dudley,28.0,3,14.8
235,201610260PHO,SG,Arron Afflalo,24.0,3,14.3
236,201610260PHO,SG,Devin Booker,27.0,3,28.5
237,201610260PHO,SF,Matt Barnes,18.0,3,15.3
238,201610260PHO,SF,T.J. Warren,17.0,3,16.8
239,201610260PHO,SF,Omri Casspi,18.0,3,15.8
240,201610260PHO,C,Kosta Koufos,23.0,3,0.0
241,201610260PHO,PF,DeMarcus Cousins,27.0,3,53.0
242,201610260PHO,C,Tyson Chandler,18.0,3,18.8
243,201610260PHO,PG,Garrett Temple,28.0,3,13.3
244,201610260PHO,SG,Ben McLemore,24.0,3,0.0
245,201610260PHO,PG,Brandon Knight,8.0,3,26.5
246,201610260PHO,PF,Anthony Tolliver,27.0,3,0.0
247,201610260PHO,SG,Leandro Barbosa,27.0,3,0.0
248,201610260PHO,PG,Ty Lawson,28.0,3,23.5
249,201610260PHO,C,Alex Len,18.0,3,20.5
250,201610260PHO,SF,P.J. Tucker,17.0,3,13.8
251,201610260PHO,PG,Eric Bledsoe,8.0,3,35.8
252,201610260PHO,PF,Marquese Chriss,28.0,3,11.8
253,201610260PHO,SG,Malachi Richardson,24.0,3,10.8
254,201610260PHO,PG,Tyler Ulis,8.0,3,10.8
255,201610260PHO,PF,Dragan Bender,28.0,3,10.8
256,201610260TOR,PG,Kyle Lowry,21.0,3,35.3
257,201610260TOR,C,Boban Marjanovic,17.0,3,0.0
258,201610260TOR,SG,DeMar DeRozan,30.0,3,32.0
259,201610260TOR,C,Andre Drummond,17.0,3,38.3
260,201610260TOR,SF,Stanley Johnson,13.0,3,16.3
261,201610260TOR,PG,Ish Smith,10.0,3,26.5
262,201610260TOR,C,Jonas Valanciunas,20.0,3,28.5
263,201610260TOR,SG,Terrence Ross,30.0,3,0.0
264,201610260TOR,SG,Kentavious Caldwell-Pope,7.0,3,17.8
265,201610260TOR,SF,Marcus Morris,13.0,3,18.8
266,201610260TOR,PF,Pascal Siakam,14.0,3,13.8
267,201610260TOR,PG,Cory Joseph,21.0,3,13.3
268,201610260TOR,SF,DeMarre Carroll,8.0,3,20.0
269,201610260TOR,PG,Beno Udrih,10.0,3,12.3
270,201610260TOR,SG,Norman Powell,30.0,3,14.3
271,201610260TOR,SF,Michael Gbinije,13.0,3,10.8
272,201610260TOR,C,Jakob Poeltl,20.0,3,10.8
273,201610260TOR,PF,Henry Ellenson,29.0,3,10.8
274,201610260TOR,SF,Tobias Harris,13.0,3,24.5
275,201610260TOR,PF,Patrick Patterson,14.0,3,15.3
276,201610260TOR,C,Aron Baynes,17.0,3,0.0
277,201610260TOR,PF,Jon Leuer,29.0,3,12.3
278,201610270ATL,PG,Malcolm Delaney,28.0,3,10.8
279,201610270ATL,SF,DeAndre' Bembry,28.0,3,10.8
280,201610270ATL,SG,Sheldon McClellan,29.0,3,10.8
281,201610270ATL,PG,Tomas Satoransky,27.0,3,10.8
282,201610270ATL,SG,Bradley Beal,29.0,3,24.5
283,201610270ATL,SF,Taurean Prince,28.0,3,10.8
284,201610270ATL,C,Marcin Gortat,30.0,3,22.5
285,201610270ATL,SG,Kent Bazemore,27.0,3,21.5
286,201610270ATL,SG,Kyle Korver,27.0,3,12.3
287,201610270ATL,PG,Dennis Schroder,28.0,3,28.5
288,201610270ATL,SG,Kelly Oubre Jr.,29.0,3,12.8
289,201610270ATL,SF,Markieff Morris,30.0,3,23.0
290,201610270ATL,C,Daniel Ochefu,30.0,3,10.8
291,201610270ATL,SF,Thabo Sefolosha,28.0,3,0.0
292,201610270ATL,PF,Kris Humphries,27.0,3,0.0
293,201610270ATL,PG,Trey Burke,27.0,3,0.0
294,201610270ATL,PG,Tim Hardaway,28.0,3,0.0
295,201610270ATL,C,Mike Muscala,29.0,3,0.0
296,201610270ATL,PG,John Wall,27.0,3,0.0
297,201610270ATL,SF,Otto Porter,30.0,3,18.3
298,201610270ATL,PF,Andrew Nicholson,30.0,3,0.0
299,201610270ATL,PF,Paul Millsap,27.0,3,35.8
300,201610270ATL,C,Dwight Howard,29.0,3,33.8
301,201610270ATL,PF,Jason Smith,30.0,3,0.0
302,201610270CHI,SG,Gerald Green,30.0,0,10.3
303,201610270CHI,PF,Jonas Jerebko,29.0,0,11.0
304,201610270CHI,C,Tyler Zeller,28.0,0,11.3
305,201610270CHI,PG,Michael Carter-Williams,3.0,3,0.0
306,201610270CHI,SF,Doug McDermott,4.0,3,12.8
307,201610270CHI,C,Cristiano Felicio,21.0,3,0.0
308,201610270CHI,PG,Terry Rozier,30.0,0,16.0
309,201610270CHI,C,Amir Johnson,28.0,0,17.3
310,201610270CHI,PG,Isaiah Canaan,3.0,3,0.0
311,201610270CHI,SF,Jae Crowder,29.0,0,0.0
312,201610270CHI,PF,Taj Gibson,14.0,3,16.3
313,201610270CHI,SF,Jaylen Brown,29.0,0,18.8
314,201610270CHI,SG,Dwyane Wade,26.0,3,27.5
315,201610270CHI,PF,Al Horford,29.0,0,32.0
316,201610270CHI,C,Robin Lopez,21.0,3,21.0
317,201610270CHI,PF,Nikola Mirotic,14.0,3,20.0
318,201610270CHI,PG,Rajon Rondo,3.0,3,27.0
319,201610270CHI,SG,Jimmy Butler,26.0,3,36.0
320,201610270CHI,PG,Isaiah Thomas,30.0,0,37.5
321,201610270CHI,SG,Avery Bradley,30.0,0,25.5
322,201610270POR,PF,Marreese Speights,3.0,3,0.0
323,201610270POR,SF,Wesley Johnson,1.0,3,0.0
324,201610270POR,C,DeAndre Jordan,17.0,3,38.3
325,201610270POR,SF,Luc Richard Mbah a Moute,1.0,3,0.0
326,201610270POR,PG,Damian Lillard,29.0,1,40.0
327,201610270POR,PG,CJ McCollum,29.0,1,33.0
328,201610270POR,PF,Blake Griffin,3.0,3,41.3
329,201610270POR,PG,Chris Paul,17.0,3,43.8
330,201610270POR,PF,Noah Vonleh,28.0,1,9.8
331,201610270POR,SG,J.J. Redick,25.0,3,18.8
332,201610270POR,PG,Raymond Felton,17.0,3,0.0
333,201610270POR,PF,Ed Davis,28.0,1,18.3
334,201610270POR,SG,Allen Crabbe,28.0,1,18.8
335,201610270POR,SG,Evan Turner,28.0,1,22.3
336,201610270POR,C,Mason Plumlee,27.0,1,19.0
337,201610270POR,SF,Maurice Harkless,27.0,1,15.8
338,201610270POR,PG,Austin Rivers,17.0,3,12.3
339,201610270POR,PF,Al-Farouq Aminu,28.0,1,20.8
340,201610270POR,SG,Jamal Crawford,25.0,3,13.8
341,201610270SAC,SF,Jonathon Simmons,7.0,1,21.3
342,201610270SAC,PF,DeMarcus Cousins,21.0,0,47.8
343,201610270SAC,SG,Arron Afflalo,6.0,0,17.3
344,201610270SAC,SF,Kawhi Leonard,7.0,1,42.3
345,201610270SAC,PF,LaMarcus Aldridge,10.0,1,38.8
346,201610270SAC,SG,Manu Ginobili,5.0,1,19.5
347,201610270SAC,SG,Kyle Anderson,5.0,1,16.0
348,201610270SAC,C,Willie Cauley-Stein,3.0,0,15.8
349,201610270SAC,SF,Matt Barnes,22.0,0,16.5
350,201610270SAC,PG,Tony Parker,15.0,1,0.0
351,201610270SAC,C,Dewayne Dedmon,16.0,1,11.3
352,201610270SAC,PG,Patty Mills,15.0,1,21.0
353,201610270SAC,C,Pau Gasol,16.0,1,30.0
354,201610270SAC,SF,Rudy Gay,22.0,0,30.3
355,201610270SAC,PG,Ty Lawson,13.0,0,28.3
356,201610270SAC,PF,Anthony Tolliver,21.0,0,10.0
357,201610270SAC,PG,Garrett Temple,13.0,0,11.5
358,201610270SAC,SG,Ben McLemore,6.0,0,6.3
359,201610270SAC,C,Kosta Koufos,3.0,0,6.0
360,201610270SAC,PF,David Lee,10.0,1,10.0
361,201610280BRK,SF,Glenn Robinson III,23.0,1,3.5
362,201610280BRK,PG,Jeremy Lin,25.0,1,0.0
363,201610280BRK,PG,Greivis Vasquez,25.0,1,0.0
364,201610280BRK,PG,Rodney Stuckey,23.0,1,0.0
365,201610280BRK,PF,Thaddeus Young,19.0,1,27.0
366,201610280BRK,SG,Joe Young,25.0,1,2.8
367,201610280BRK,SG,Bojan Bogdanovic,23.0,1,22.0
368,201610280BRK,SG,Joe Harris,23.0,1,17.8
369,201610280BRK,SF,Rondae Hollis-Jefferson,20.0,1,18.0
370,201610280BRK,SG,Sean Kilpatrick,23.0,1,18.0
371,201610280BRK,C,Al Jefferson,23.0,1,18.0
372,201610280BRK,PG,Jeff Teague,23.0,1,32.0
373,201610280BRK,C,Justin Hamilton,9.0,1,17.8
374,201610280BRK,PF,Lavoy Allen,19.0,1,8.8
375,201610280BRK,SG,C.J. Miles,25.0,1,9.5
376,201610280BRK,PF,Luis Scola,23.0,1,15.5
377,201610280BRK,PF,Trevor Booker,23.0,1,21.5
378,201610280BRK,C,Brook Lopez,9.0,1,32.3
379,201610280BRK,SG,Monta Ellis,25.0,1,30.0
380,201610280BRK,SF,Georges Niang,23.0,3,0.0
381,201610280BRK,SF,Paul George,23.0,1,43.5
382,201610280BRK,PF,Myles Turner,19.0,1,37.0
383,201610280DAL,SF,Trevor Ariza,16.0,1,25.0
384,201610280DAL,SG,Eric Gordon,26.0,1,25.8
385,201610280DAL,PF,Dwight Powell,11.0,1,15.3
386,201610280DAL,PG,Tyler Ennis,15.0,1,10.3
387,201610280DAL,PF,Clint Capela,29.0,1,28.3
388,201610280DAL,SG,Nicolas Brussino,22.0,3,0.0
389,201610280DAL,SF,Sam Dekker,16.0,1,5.5
390,201610280DAL,PG,Deron Williams,20.0,1,29.0
391,201610280DAL,SF,Harrison Barnes,10.0,1,29.0
392,201610280DAL,SF,Corey Brewer,16.0,1,5.5
393,201610280DAL,SG,Seth Curry,22.0,1,19.0
394,201610280DAL,C,Nene Hilario,4.0,1,19.0
395,201610280DAL,C,A.J. Hammons,16.0,3,0.0
396,201610280DAL,SG,Wesley Matthews,22.0,1,24.8
397,201610280DAL,PG,James Harden,15.0,1,58.3
398,201610280DAL,SG,K.J. McDaniels,26.0,1,8.5
399,201610280DAL,PF,Ryan Anderson,29.0,1,30.3
400,201610280DAL,PG,J.J. Barea,20.0,1,30.3
401,201610280DAL,PF,Montrezl Harrell,29.0,3,0.0
402,201610280DAL,PF,Quincy Acy,11.0,3,0.0
403,201610280DAL,C,Salah Mejri,16.0,3,0.0
404,201610280DAL,C,Andrew Bogut,16.0,1,0.0
405,201610280DAL,SF,Justin Anderson,10.0,1,17.0
406,201610280DET,C,Andre Drummond,29.0,1,40.0
407,201610280DET,SG,Mario Hezonja,28.0,1,15.0
408,201610280DET,SF,Jeff Green,5.0,1,16.8
409,201610280DET,SF,Stanley Johnson,25.0,1,16.0
410,201610280DET,SF,Michael Gbinije,25.0,1,11.8
411,201610280DET,PF,Jon Leuer,2.0,1,16.0
412,201610280DET,C,Bismack Biyombo,25.0,3,18.3
413,201610280DET,PG,D.J. Augustin,9.0,1,6.8
414,201610280DET,SG,C.J. Wilcox,28.0,3,0.0
415,201610280DET,SG,Kentavious Caldwell-Pope,13.0,1,19.0
416,201610280DET,C,Nikola Vucevic,25.0,1,33.5
417,201610280DET,C,Aron Baynes,29.0,1,8.0
418,201610280DET,PF,Henry Ellenson,2.0,1,11.8
419,201610280DET,SG,Evan Fournier,28.0,1,31.3
420,201610280DET,SG,Darrun Hilliard,13.0,3,0.0
421,201610280DET,SF,Aaron Gordon,5.0,1,30.0
422,201610280DET,PG,Ish Smith,18.0,1,29.3
423,201610280DET,PG,C.J. Watson,9.0,3,0.0
424,201610280DET,PG,Elfrid Payton,9.0,1,28.3
425,201610280DET,PF,Serge Ibaka,7.0,1,28.3
426,201610280DET,SF,Tobias Harris,25.0,1,29.3
427,201610280DET,SF,Marcus Morris,25.0,1,25.8
428,201610280DET,C,Boban Marjanovic,29.0,1,3.5
429,201610280DET,PG,Beno Udrih,18.0,1,14.3
430,201610280MIA,SG,Jeremy Lamb,19.0,1,0.0
431,201610280MIA,PG,Goran Dragic,27.0,1,31.8
432,201610280MIA,C,Willie Reed,26.0,1,17.3
433,201610280MIA,PG,Kemba Walker,5.0,1,35.8
434,201610280MIA,PG,Tyler Johnson,27.0,1,22.5
435,201610280MIA,SG,Rodney McGruder,5.0,1,14.0
436,201610280MIA,SG,Nicolas Batum,19.0,1,31.0
437,201610280MIA,SF,James Johnson,8.0,1,11.5
438,201610280MIA,SF,Justise Winslow,8.0,1,26.3
439,201610280MIA,PF,Luke Babbitt,1.0,1,11.5
440,201610280MIA,PG,Ramon Sessions,5.0,1,4.0
441,201610280MIA,PF,Marvin Williams,5.0,1,25.0
442,201610280MIA,SG,Marco Belinelli,19.0,1,9.0
443,201610280MIA,SG,Dion Waiters,5.0,1,20.3
444,201610280MIA,C,Cody Zeller,21.0,1,20.5
445,201610280MIA,SF,Michael Kidd-Gilchrist,14.0,1,28.3
446,201610280MIA,C,Hassan Whiteside,26.0,1,41.8
447,201610280MIA,C,Roy Hibbert,21.0,1,0.0
448,201610280MIA,PF,Spencer Hawes,5.0,1,8.3
449,201610280NOP,C,Zaza Pachulia,20.0,2,15.8
450,201610280NOP,SF,Solomon Hill,27.0,1,15.8
451,201610280NOP,SF,Andre Iguodala,22.0,2,15.3
452,201610280NOP,PG,Shaun Livingston,11.0,2,5.0
453,201610280NOP,PG,Langston Galloway,13.0,1,7.5
454,201610280NOP,SF,Lance Stephenson,27.0,1,0.0
455,201610280NOP,SF,Dante Cunningham,27.0,1,0.0
456,201610280NOP,SG,Klay Thompson,10.0,2,29.3
457,201610280NOP,PG,Tim Frazier,13.0,1,28.0
458,201610280NOP,PF,Draymond Green,17.0,2,38.5
459,201610280NOP,PF,Kevon Looney,17.0,2,3.5
